Donor,variable,total_bilat,total_imha,eu_imha,fts_nonoda_ha,fts_nonoda_imeu_ha,total_donor_ha,fts_ndd_ha,dac1_ndd_imeu_ha,iso3
Andorra,2013,,,,,0,0.124088260525172,0.124088260525172,0,AND
Andorra,2014,,,,,0,0.0841507397220383,0.0841507397220383,0,AND
Andorra,2015,,,,,0,0.0728532012115938,0.0728532012115938,0,AND
Andorra,2016,,,,,0,0.038063647159996,0.038063647159996,0,AND
Andorra,2017,,,,,0,0.115773419015879,0.115773419015879,0,AND
Andorra,2018,,,,,0,0.0185969453999517,0.0185969453999517,0,AND
Andorra,2019,,,,,0,0.041555890097388,0.041555890097388,0,AND
Andorra,2020,,,,,0,0.0178059589454134,0.0178059589454134,0,AND
Andorra,2021,,,,,0,0.07154,0.07154,0,AND
Angola,2000,,,,,0,0,0,0,AGO
Angola,2011,,,,,0,1.55772804936965,1.55772804936965,0,AGO
Antigua and Barbuda,2006,,,,,0,0.0064388308032874,0.0064388308032874,0,ATG
Antigua and Barbuda,2007,,,,,0,0.00620775514189434,0.00620775514189434,0,ATG
Antigua and Barbuda,2008,,,,,0,0.00594864335164751,0.00594864335164751,0,ATG
Antigua and Barbuda,2009,,,,,0,0.0116851788144319,0.0116851788144319,0,ATG
Antigua and Barbuda,2010,,,,,0,0.0426272441042716,0.0426272441042716,0,ATG
Antigua and Barbuda,2015,,,,,0,0.107377997515844,0.107377997515844,0,ATG
Antigua and Barbuda,2016,,,,,0,0,0,0,ATG
Argentina,2001,,,,,0,0,0,0,ARG
Argentina,2002,,,,,0,0,0,0,ARG
Argentina,2004,,,,,0,0,0,0,ARG
Argentina,2005,,,,,0,0,0,0,ARG
Argentina,2006,,,,,0,0,0,0,ARG
Argentina,2007,,,,,0,0,0,0,ARG
Argentina,2008,,,,,0,0.17473942178987,0.17473942178987,0,ARG
Argentina,2009,,,,,0,0.00141338381308426,0.00141338381308426,0,ARG
Argentina,2010,,,,,0,0.0891867191735503,0.0891867191735503,0,ARG
Argentina,2011,,,,,0,0.102101609391648,0.102101609391648,0,ARG
Argentina,2012,,,,,0,0.106339949432063,0.106339949432063,0,ARG
Argentina,2013,,,,,0,0.143484241958785,0.143484241958785,0,ARG
Argentina,2014,,,,,0,0.202825482367779,0.202825482367779,0,ARG
Argentina,2015,,,,,0,0.0438542016979208,0.0438542016979208,0,ARG
Argentina,2016,,,,,0,0.0546333429012587,0.0546333429012587,0,ARG
Argentina,2017,,,,,0,1.11901888974438,1.11901888974438,0,ARG
Argentina,2018,,,,,0,0.252418001465132,0.252418001465132,0,ARG
Argentina,2019,,,,,0,0.16794052352606,0.16794052352606,0,ARG
Argentina,2022,,,,,0,0.0181930743360082,0.0181930743360082,0,ARG
Armenia,2001,,,,,0,0,0,0,ARM
Armenia,2006,,,,,0,0.0796801328041578,0.0796801328041578,0,ARM
Armenia,2007,,,,,0,0.00540031138170354,0.00540031138170354,0,ARM
Armenia,2009,,,,,0,0.00328093830705208,0.00328093830705208,0,ARM
Armenia,2010,,,,,0,0.105794220557516,0.105794220557516,0,ARM
Armenia,2011,,,,,0,0.00481589168584031,0.00481589168584031,0,ARM
Armenia,2012,,,,,0,0.0946117869106134,0.0946117869106134,0,ARM
Armenia,2013,,,,,0,0.00486580537538102,0.00486580537538102,0,ARM
Armenia,2014,,,,,0,0.00482898052024022,0.00482898052024022,0,ARM
Armenia,2015,,,,,0,0.115196136772499,0.115196136772499,0,ARM
Armenia,2016,,,,,0,0.00549987527557882,0.00549987527557882,0,ARM
Armenia,2017,,,,,0,0.005410102481887,0.005410102481887,0,ARM
Armenia,2018,,,,,0,0.00526735261997043,0.00526735261997043,0,ARM
Armenia,2019,,,,,0,0.00518600432847286,0.00518600432847286,0,ARM
Armenia,2020,,,,,0,0.00518727818949969,0.00518727818949969,0,ARM
Australia,2000,196.98,4.41,0,0,0,201.39,,,AUS
Australia,2001,125.45,28.78,0,0.0234523625486651,0,154.253452362549,,,AUS
Australia,2002,230.77,18.25,0,0,0,249.02,,,AUS
Australia,2003,265.76,19.22,0,0,0,284.98,,,AUS
Australia,2004,271.88,8.73,0,0,0,280.61,,,AUS
Australia,2005,404.13,26.29,0,0,0,430.42,,,AUS
Australia,2006,276.48,8.7,0,0,0,285.18,,,AUS
Australia,2007,187.32,6.73994218048638,0,0,0,194.059942180486,,,AUS
Australia,2008,355.27,10.0602517927093,0,0,0,365.330251792709,,,AUS
Australia,2009,384.95,23.8559148406076,0,0,0,408.805914840608,,,AUS
Australia,2010,331.07,43.7763358209277,0,0,0,374.846335820928,,,AUS
Australia,2011,371.74,64.8934384413719,0,4.35712080167588,0,440.990559243048,,,AUS
Australia,2012,296.53,99.2218015317941,0,0,0,395.751801531794,,,AUS
Australia,2013,241.01,64.7714168391423,0,0,0,305.781416839142,,,AUS
Australia,2014,274.91,66.394834749205,0,0,0,341.304834749205,,,AUS
Australia,2015,280.28,70.9576490986504,0,0.272823908145901,0,351.510473006796,,,AUS
Australia,2016,174.2,72.0455645670151,0,0,0,246.245564567015,,,AUS
Australia,2017,227.23,48.7136500506534,0,0.270001018979248,0,276.213651069633,,,AUS
Australia,2018,202.58,50.4022022392746,0,0,0,252.982202239275,,,AUS
Australia,2019,255.65,35.446116350366,0,0,0,291.096116350366,,,AUS
Australia,2020,267.95,34.2931734741524,0,0,0,302.243173474152,,,AUS
Australia,2021,336.75,29.9854969147677,0,9.242939,0,375.978435914768,,,AUS
Australia,2022,383.49,40.0473535820146,0,11.6483935812687,0,435.185747163283,,,AUS
Austria,2000,56.23,1.25,19.1453363601247,0.117093413212033,0,76.7424297733367,,,AUT
Austria,2001,48.28,0.98,21.3397353759543,0.393898175236092,1.3543553489784,72.3479889001688,,,AUT
Austria,2002,53.47,1.01,17.9730483016772,0.138224434228923,1.13000121240589,73.721273948312,,,AUT
Austria,2003,53.29,0.96,27.8811263729042,0,0.748401510476254,82.8795278833804,,,AUT
Austria,2004,76.03,1.27,30.4333428368299,0.223158724690719,0.944026038753617,108.900527600274,,,AUT
Austria,2005,111.65,1.72,37.6545661909194,0.919862951259161,0.853170772986328,152.797599915165,,,AUT
Austria,2006,21.73,1.86585975994946,42.8855091990061,0,1.13343086968318,67.6147998286387,,,AUT
Austria,2007,16.48,3.42358944268845,38.581736319408,0,0.85795057784197,59.3432763399384,,,AUT
Austria,2008,45.73,4.97102682789758,44.3525826059573,0.20991821233405,0.303686651583427,95.5672142977724,,,AUT
Austria,2009,38.18,4.50254415645643,37.5717959831883,0.235399329673954,0.174416422800359,80.6641558921191,,,AUT
Austria,2010,26.18,5.10621220218394,42.2620278387475,0.372187673144104,0.00403886480081424,73.9244665788764,,,AUT
Austria,2011,14.46,12.0377301831388,42.6953329706854,1.67822704180991,0.396512103454612,71.2678022990887,,,AUT
Austria,2012,19.69,6.55591236613454,42.9649764271412,0,0,69.2108887932757,,,AUT
Austria,2013,17.44,6.27913755120754,46.5071251533354,0,0,70.226262704543,,,AUT
Austria,2014,20.54,6.54533459986942,53.21446213033,0,0.405606008097408,80.7054027382968,,,AUT
Austria,2015,25.79,7.84840318748177,45.6820890922618,0,0.18418154764532,79.5046738273889,,,AUT
Austria,2016,35.15,8.31113187090745,64.9574904175433,2.77785564261918,21.0533719133235,132.249849844393,,,AUT
Austria,2017,66.25,11.5246106763085,57.8365141280108,0.648774742645288,7.91766288064026,144.177562427605,,,AUT
Austria,2018,28.24,11.4002034804,54.4870097875501,0,6.42853035706109,100.555743625011,,,AUT
Austria,2019,41.91,15.2382504173195,57.9148396403588,4.99542861535192,0.261379724565498,120.319898397596,,,AUT
Austria,2020,58.9,14.2289676102911,69.1818337362142,6.81851289958112,1.23365417458048,150.362968420667,,,AUT
Austria,2021,115.16,15.8131210437179,71.4077551523479,0,7.35707600860708,209.737952204673,,,AUT
Austria,2022,154.58,16.6839439314775,93.4701500954272,9.20454630230059,0.469742213127305,274.408382542333,,,AUT
Azerbaijan,2005,,,,,0,2.76270158303187,2.76270158303187,0,AZE
Azerbaijan,2006,,,,,0,1.61921834299868,1.61921834299868,0,AZE
Azerbaijan,2007,,,,,0,0.080682927509758,0.080682927509758,0,AZE
Azerbaijan,2008,,,,,0,0.482256703489912,0.482256703489912,0,AZE
Azerbaijan,2009,,,,,0,0.00809430205054401,0.00809430205054401,0,AZE
Azerbaijan,2010,,,,,0,2.39352730843163,2.39352730843163,0,AZE
Azerbaijan,2011,,,,,0,0.793127253065181,0.793127253065181,0,AZE
Azerbaijan,2012,,,,,0,0.711771121320321,0.711771121320321,0,AZE
Azerbaijan,2013,,,,,0,0.235848607105518,0.235848607105518,0,AZE
Azerbaijan,2014,,,,,0,0.445003383599483,0.445003383599483,0,AZE
Azerbaijan,2015,,,,,0,2.33570165768607,2.33570165768607,0,AZE
Azerbaijan,2017,,,,,0,0.187138535711863,0.187138535711863,0,AZE
Azerbaijan,2018,,,,,0,0.111828824816404,0.111828824816404,0,AZE
Azerbaijan,2019,,,,,0,0.358672475221363,0.358672475221363,0,AZE
Azerbaijan,2020,,,,,0,12.1459471657762,12.1459471657762,0,AZE
Azerbaijan,2021,,,,,0,0.113335,0.113335,0,AZE
Azerbaijan,2022,,,,,0,0.0408832847824221,0.0408832847824221,0,AZE
Bahamas,2000,,,,,0,0,0,0,BHS
Bahamas,2002,,,,,0,0.00651407899486041,0.00651407899486041,0,BHS
Bahamas,2007,,,,,0,0.0583568233154328,0.0583568233154328,0,BHS
Bahamas,2009,,,,,0,0.0300963100401459,0.0300963100401459,0,BHS
Bahamas,2010,,,,,0,0.0145822522536596,0.0145822522536596,0,BHS
Bahrain,2005,,,,,0,0,0,0,BHR
Bahrain,2006,,,,,0,6.55461041200819,6.55461041200819,0,BHR
Bahrain,2010,,,,,0,5.99507605855509,5.99507605855509,0,BHR
Bahrain,2013,,,,,0,7.53581088838137,7.53581088838137,0,BHR
Bahrain,2014,,,,,0,10.7639345880136,10.7639345880136,0,BHR
Bahrain,2015,,,,,0,1.2048661659984,1.2048661659984,0,BHR
Bangladesh,2001,,,,,0,0,0,0,BGD
Bangladesh,2005,,,,,0,0.196204416974272,0.196204416974272,0,BGD
Bangladesh,2006,,,,,0,0.0096743184320317,0.0096743184320317,0,BGD
Bangladesh,2008,,,,,0,0.00860563112678039,0.00860563112678039,0,BGD
Bangladesh,2010,,,,,0,3.04186759141742,3.04186759141742,0,BGD
Bangladesh,2011,,,,,0,0.014474692078491,0.014474692078491,0,BGD
Bangladesh,2012,,,,,0,0.0505684359316755,0.0505684359316755,0,BGD
Bangladesh,2015,,,,,0,0.995201165934721,0.995201165934721,0,BGD
Bangladesh,2018,,,,,0,0.0108528848448405,0.0108528848448405,0,BGD
Bangladesh,2019,,,,,0,0.0214259545464062,0.0214259545464062,0,BGD
Bangladesh,2020,,,,,0,0.0208212110014781,0.0208212110014781,0,BGD
Bangladesh,2022,,,,,0,0.0242187552286935,0.0242187552286935,0,BGD
Barbados,2009,,,,,0,0.00123242830205481,0.00123242830205481,0,BRB
Barbados,2010,,,,,0,0,0,0,BRB
Barbados,2015,,,,,0,0,0,0,BRB
Barbados,2016,,,,,0,0,0,0,BRB
Belarus,2000,,,,,0,0.317367751640415,0.317367751640415,0,BLR
Belarus,2001,,,,,0,0.391046062207017,0.391046062207017,0,BLR
Belarus,2002,,,,,0,0.37889771138522,0.37889771138522,0,BLR
Belarus,2003,,,,,0,0.507548966677459,0.507548966677459,0,BLR
Belarus,2005,,,,,0,0.57737477847505,0.57737477847505,0,BLR
Belarus,2006,,,,,0,0.174899445185955,0.174899445185955,0,BLR
Belarus,2007,,,,,0,0.0933779856752837,0.0933779856752837,0,BLR
Belarus,2008,,,,,0,0.552886173915652,0.552886173915652,0,BLR
Belarus,2009,,,,,0,1.20788139733146,1.20788139733146,0,BLR
Belarus,2010,,,,,0,1.52077512385908,1.52077512385908,0,BLR
Belarus,2011,,,,,0,0.707631454764657,0.707631454764657,0,BLR
Belarus,2012,,,,,0,1.00325812866579,1.00325812866579,0,BLR
Belarus,2013,,,,,0,0.488783812918004,0.488783812918004,0,BLR
Belarus,2014,,,,,0,0.568579293875994,0.568579293875994,0,BLR
Belarus,2015,,,,,0,1.26998138207521,1.26998138207521,0,BLR
Belarus,2016,,,,,0,1.34097187083074,1.34097187083074,0,BLR
Belarus,2017,,,,,0,0.394908347767725,0.394908347767725,0,BLR
Belarus,2018,,,,,0,0.286185153849437,0.286185153849437,0,BLR
Belarus,2020,,,,,0,0.618471078357744,0.618471078357744,0,BLR
Belarus,2021,,,,,0,0.42531,0.42531,0,BLR
Belgium,2000,47.75,2.88,41.5504937862981,0,0,92.1804937862981,,,BEL
Belgium,2001,49.71,3.66,43.0282502414107,0.220364506751331,2.73084646294635,99.3494612111084,,,BEL
Belgium,2002,49.85,6.02,37.7295085451093,0,2.37212907258885,95.9716376176982,,,BEL
Belgium,2003,158.26,4.39,45.6205415345526,0,1.22457327356705,209.49511480812,,,BEL
Belgium,2004,127.43,2.27,49.8183414109011,0,1.54533833997669,181.063679750878,,,BEL
Belgium,2005,154.56,2.58,61.6686834290083,0.03022618113611,1.39727856758218,220.236188177727,,,BEL
Belgium,2006,104.45,2.97305909378051,69.7548445080167,0,1.84356663945518,179.021470241252,,,BEL
Belgium,2007,100.33,4.33858923393398,65.8554051148145,0,1.46444116471374,171.988435513462,,,BEL
Belgium,2008,127.1,13.9998069853495,81.4473952691491,0,0.557678612973431,223.104880867472,,,BEL
Belgium,2009,122.75,19.6607228416287,67.4395196945155,0,0.313068871814245,210.163311407958,,,BEL
Belgium,2010,150.26,19.6866733330559,69.9161364599938,0,0.00668169127223696,239.869491484322,,,BEL
Belgium,2011,167.63,48.9622762715589,70.0218702901707,0,0.650294005099919,287.264440566829,,,BEL
Belgium,2012,79.79,44.8258537295834,69.206137192037,0,0,193.82199092162,,,BEL
Belgium,2013,143.51,44.7329972140961,76.2133585361323,0,0,264.456355750228,,,BEL
Belgium,2014,60.06,62.8350785051004,86.9573704064113,0,0.662797864964034,210.515246776476,,,BEL
Belgium,2015,165.21,41.2868700076251,79.6338922953686,0,0.321068800035815,286.45183110303,,,BEL
Belgium,2016,283.85,41.4722865275637,110.163480106016,0,35.7050850183645,471.190851651944,,,BEL
Belgium,2017,188.48,46.5391795622657,108.880306552499,0,14.9054204704557,358.80490658522,,,BEL
Belgium,2018,202.51,47.7298127676558,89.1266628788509,0,10.5154138605558,349.881889507062,,,BEL
Belgium,2019,170.44,66.8426260292796,95.4686245310573,0,0.43086647462951,333.182117034966,,,BEL
Belgium,2020,199.62,71.3417645319646,109.910130956076,0,1.95992335790997,382.831818845951,,,BEL
Belgium,2021,182.23,72.2502814165486,121.663256396609,0,12.5348545526301,388.678392365788,,,BEL
Belgium,2022,219.363467609047,75.4981608916261,172.504086671729,0.272712501325407,0.866934003678752,468.505361677407,,,BEL
Belize,2009,,,,,0,0,0,0,BLZ
Belize,2020,,,,,0,0.0116689996821802,0.0116689996821802,0,BLZ
Benin,2008,,,,,0,0.00149637088755268,0.00149637088755268,0,BEN
Benin,2010,,,,,0,0.160875804330733,0.160875804330733,0,BEN
Bhutan,2007,,,,,0,0.00180635443289424,0.00180635443289424,0,BTN
Bhutan,2009,,,,,0,0.00178215807927701,0.00178215807927701,0,BTN
Bhutan,2010,,,,,0,0.00167363369679683,0.00167363369679683,0,BTN
Bhutan,2011,,,,,0,0.00151765038457499,0.00151765038457499,0,BTN
Bhutan,2013,,,,,0,0.00157122073957733,0.00157122073957733,0,BTN
Bhutan,2015,,,,,0,1.05834342717839,1.05834342717839,0,BTN
Bhutan,2017,,,,,0,0.00156002435312818,0.00156002435312818,0,BTN
Bhutan,2018,,,,,0,0.00296208756679159,0.00296208756679159,0,BTN
Bhutan,2020,,,,,0,0.00156516236232916,0.00156516236232916,0,BTN
Bhutan,2021,,,,,0,0.003,0.003,0,BTN
"Bolivia, Plurinational State of",2005,,,,,0,0,0,0,BOL
"Bolivia, Plurinational State of",2007,,,,,0,0,0,0,BOL
"Bolivia, Plurinational State of",2010,,,,,0,0,0,0,BOL
"Bolivia, Plurinational State of",2015,,,,,0,1.09257255268436,1.09257255268436,0,BOL
"Bolivia, Plurinational State of",2017,,,,,0,0,0,0,BOL
Bosnia and Herzegovina,2007,,,,,0,0.00569835171972126,0.00569835171972126,0,BIH
Bosnia and Herzegovina,2009,,,,,0,0.0825083701787067,0.0825083701787067,0,BIH
Bosnia and Herzegovina,2010,,,,,0,0.079221376428275,0.079221376428275,0,BIH
Bosnia and Herzegovina,2018,,,,,0,0.0319141520903215,0.0319141520903215,0,BIH
Botswana,2000,,,,,0,0.808674933065491,0.808674933065491,0,BWA
Botswana,2003,,,,,0,0.279250380420385,0.279250380420385,0,BWA
Botswana,2007,,,,,0,0.0725780871294238,0.0725780871294238,0,BWA
Botswana,2008,,,,,0,0.480738987938052,0.480738987938052,0,BWA
Botswana,2009,,,,,0,0.34945988698968,0.34945988698968,0,BWA
Botswana,2010,,,,,0,0.235513298007843,0.235513298007843,0,BWA
Botswana,2011,,,,,0,0.0910376250535723,0.0910376250535723,0,BWA
Botswana,2012,,,,,0,0.0987500652369523,0.0987500652369523,0,BWA
Botswana,2013,,,,,0,0,0,0,BWA
Botswana,2014,,,,,0,0.0593172823436849,0.0593172823436849,0,BWA
Botswana,2016,,,,,0,0.0545316554498052,0.0545316554498052,0,BWA
Botswana,2017,,,,,0,0.106343424228405,0.106343424228405,0,BWA
Brazil,2000,,,,,0,0.322998982400116,0.322998982400116,0,BRA
Brazil,2001,,,,,0,0,0,0,BRA
Brazil,2004,,,,,0,0,0,0,BRA
Brazil,2005,,,,,0,1.81441105185179,1.81441105185179,0,BRA
Brazil,2006,,,,,0,0,0,0,BRA
Brazil,2007,,,,,0,0.173465771941259,0.173465771941259,0,BRA
Brazil,2008,,,,,0,1.3135464047793,1.3135464047793,0,BRA
Brazil,2009,,,,,0,2.87715551825562,2.87715551825562,0,BRA
Brazil,2010,,,,,0,19.0802497972029,19.0802497972029,0,BRA
Brazil,2011,,,,,0,28.7423892767522,28.7423892767522,0,BRA
Brazil,2012,,,,,0,18.4528703978426,18.4528703978426,0,BRA
Brazil,2013,,,,,0,1.37601955635822,1.37601955635822,0,BRA
Brazil,2014,,,,,0,10.500478409353,10.500478409353,0,BRA
Brazil,2015,,,,,0,6.31430330836959,6.31430330836959,0,BRA
Brazil,2016,,,,,0,2.47387249063723,2.47387249063723,0,BRA
Brazil,2017,,,,,0,2.69195830298564,2.69195830298564,0,BRA
Brazil,2019,,,,,0,3.34404059798257,3.34404059798257,0,BRA
Brazil,2020,,,,,0,0.0294678356588511,0.0294678356588511,0,BRA
Brazil,2021,,,,,0,0.121951,0.121951,0,BRA
Brazil,2022,,,,,0,0.198384699583163,0.198384699583163,0,BRA
Brunei Darussalam,2002,,,,,0,0.86356245593314,0.86356245593314,0,BRN
Brunei Darussalam,2007,,,,,0,0.0513528112938452,0.0513528112938452,0,BRN
Brunei Darussalam,2008,,,,,0,0.941139943875462,0.941139943875462,0,BRN
Brunei Darussalam,2009,,,,,0,0.273640998619671,0.273640998619671,0,BRN
Brunei Darussalam,2010,,,,,0,0.103057500859556,0.103057500859556,0,BRN
Brunei Darussalam,2011,,,,,0,0.0473150456741286,0.0473150456741286,0,BRN
Brunei Darussalam,2012,,,,,0,0.118742945154534,0.118742945154534,0,BRN
Brunei Darussalam,2014,,,,,0,0.88533982134327,0.88533982134327,0,BRN
Brunei Darussalam,2021,,,,,0,0.1,0.1,0,BRN
Brunei Darussalam,2022,,,,,0,0.0579030653601178,0.0579030653601178,0,BRN
Bulgaria,2000,,,,,0,0,0,0,BGR
Bulgaria,2001,,,,,0,0,0,0,BGR
Bulgaria,2002,,,,,0,0,0,0,BGR
Bulgaria,2003,,,,,0,0,0,0,BGR
Bulgaria,2004,,,,,0,0.161566739179791,0.161566739179791,0,BGR
Bulgaria,2005,,,,,0,0.435806811935929,0.435806811935929,0,BGR
Bulgaria,2006,,,,,0,0.0176316980949498,0.0176316980949498,0,BGR
Bulgaria,2007,,,,,0,0.00727530664857689,0.00727530664857689,0,BGR
Bulgaria,2008,,,,,0,0.900505546778945,0.900505546778945,0,BGR
Bulgaria,2009,,,,,0,0.217641570396691,0.217641570396691,0,BGR
Bulgaria,2010,,,,,0.000321003361181029,0.554579053561889,0.516154092339612,0.0381039578610962,BGR
Bulgaria,2011,,,,,0.0436396278306089,0.354646241048365,0.234230624294385,0.0767759889233712,BGR
Bulgaria,2012,,,,,0,0.400137829129994,0.328111700880619,0.0720261282493748,BGR
Bulgaria,2013,,,,,0,0.432613803857987,0.343757341234177,0.0888564626238101,BGR
Bulgaria,2014,,,,,0.0547000273797222,0.448161512848786,0.243415923296381,0.150045562172683,BGR
Bulgaria,2015,,,,,0.0226104930071828,0.616442268186598,0.491293478097882,0.102538297081534,BGR
Bulgaria,2016,,,,,2.50130958262441,6.4551581402523,3.75887871228567,0.194969845342215,BGR
Bulgaria,2017,,,,,1.05534967539295,1.84663012048758,0.601339560414684,0.189940884679952,BGR
Bulgaria,2018,,,,,0.884014129868797,1.84512256324073,0.759673190114665,0.201435243257264,BGR
Bulgaria,2019,,,,,0.0360502297941996,0.714547320177506,0.505237092920525,0.173259997462782,BGR
Bulgaria,2020,,,,,0.183385065109615,0.808919402249282,0.375104708007189,0.250429629132478,BGR
Bulgaria,2021,,,,,1.26930978870468,1.86254125692436,0.240699,0.352532468219676,BGR
Bulgaria,2022,,,,,0.0942811041312116,0.933228463512773,0.323923107839609,0.515024251541952,BGR
Burkina Faso,2008,,,,,0,0.552076895810062,0.552076895810062,0,BFA
Burkina Faso,2010,,,,,0,0.217029421147346,0.217029421147346,0,BFA
Burundi,2000,,,,,0,0.0437592710812605,0.0437592710812605,0,BDI
Burundi,2010,,,,,0,0.217604157740024,0.217604157740024,0,BDI
Cambodia,2005,,,,,0,0.0164885748698344,0.0164885748698344,0,KHM
Cambodia,2008,,,,,0,0.404713237536061,0.404713237536061,0,KHM
Cambodia,2009,,,,,0,0.00202078260867441,0.00202078260867441,0,KHM
Cambodia,2010,,,,,0,0.0764846576303909,0.0764846576303909,0,KHM
Cambodia,2020,,,,,0,0.020037791315097,0.020037791315097,0,KHM
Cambodia,2021,,,,,0,0.03,0.03,0,KHM
Cameroon,2003,,,,,0,0.0489751041050177,0.0489751041050177,0,CMR
Canada,2000,372.23,31.14,0,0,0,403.37,,,CAN
Canada,2001,398.09,25.72,0,3.41317349481613,0,427.223173494816,,,CAN
Canada,2002,362.17,26.14,0,2.43197865059803,0,390.741978650598,,,CAN
Canada,2003,404.29,28.12,0,2.25811462393746,0,434.668114623937,,,CAN
Canada,2004,436.04,27.8,0,2.50828442808148,0,466.348284428082,,,CAN
Canada,2005,454,27.51,0,5.57905138945249,0,487.089051389453,,,CAN
Canada,2006,281,26.589745822087,0,3.41491811204173,0,311.004663934129,,,CAN
Canada,2007,307.32,37.0408007500452,0,1.34018107332532,0,345.700981823371,,,CAN
Canada,2008,385.39,43.7971264911867,0,0.547773609742256,0,429.734900100929,,,CAN
Canada,2009,376.21,27.3059949940884,0,0,0,403.515994994088,,,CAN
Canada,2010,521.78,33.4744281341046,0,0,0,555.254428134105,,,CAN
Canada,2011,403.46,89.1887345724195,0,0.706369934100389,0,493.35510450652,,,CAN
Canada,2012,472.18,39.8719646469742,0,0,0,512.051964646974,,,CAN
Canada,2013,561.79,70.4370137917156,0,0,0,632.227013791716,,,CAN
Canada,2014,665.72,62.6586965950288,0,0,0,728.378696595029,,,CAN
Canada,2015,797.5,79.646549532051,0,0,0,877.146549532051,,,CAN
Canada,2016,599.62,94.1804370815372,0,0,0,693.800437081537,,,CAN
Canada,2017,748.45,101.470593842576,0,0.590516505251084,0,850.511110347827,,,CAN
Canada,2018,754.86,102.558638803919,0,0.0131402059354834,0,857.431779009855,,,CAN
Canada,2019,646.95,105.984531386298,0,9.06138241765696,0,761.995913803955,,,CAN
Canada,2020,669.35,106.574425690657,0,20.1200500832286,0,796.044475773886,,,CAN
Canada,2021,771.78,99.4841849113691,0,26.180874,0,897.445058911369,,,CAN
Canada,2022,995.75,124.30599124054,0,5.55201818555409,0,1125.60800942609,,,CAN
Central African Republic,2010,,,,,0,0.274475722303078,0.274475722303078,0,CAF
Chad,2010,,,,,0,0.464859333189466,0.464859333189466,0,TCD
Chile,2000,,,,,0,0.0467500453527247,0.0467500453527247,0,CHL
Chile,2001,,,,,0,0.0436414233247644,0.0436414233247644,0,CHL
Chile,2002,,,,,0,0.0343666614538233,0.0343666614538233,0,CHL
Chile,2003,,,,,0,0.033067168294401,0.033067168294401,0,CHL
Chile,2004,,,,,0,0,0,0,CHL
Chile,2005,,,,,0,0.038919655396149,0.038919655396149,0,CHL
Chile,2006,,,,,0,0,0,0,CHL
Chile,2007,,,,,0,0.159990288508328,0.159990288508328,0,CHL
Chile,2008,,,,,0,0.0122686185948861,0.0122686185948861,0,CHL
Chile,2009,,,,,0,0.396365129620295,0.396365129620295,0,CHL
Chile,2010,,,,,0,0.0425070326377402,0.0425070326377402,0,CHL
